"Month","Category Group/Category","Category Group","Category","Assigned","Activity","Available"
"May 2028","Subscriptions: Google Subscription","Subscriptions","Google Subscription","$0.00","$0.00","$0.00"
"May 2028","Subscriptions: YNAB","Subscriptions","YNAB","$0.00","$0.00","$0.00"
"May 2028","Monthly Living / Lifestyle: Interest","Monthly Living / Lifestyle","Interest","$0.00","$0.00","$0.00"
"May 2028","Monthly Living / Lifestyle: Self Care & General Health","Monthly Living / Lifestyle","Self Care & General Health","$0.00","$0.00","$25.18"
"May 2028","Monthly Living / Lifestyle: Haircut","Monthly Living / Lifestyle","Haircut","$0.00","$0.00","$0.00"
"May 2028","Monthly Living / Lifestyle: Groceries","Monthly Living / Lifestyle","Groceries","$0.00","$0.00","$0.00"
"May 2028","Fun Spending: Charity","Fun Spending","Charity","$0.00","$0.00","$0.00"
"May 2028","Fun Spending: Random Fun Buys","Fun Spending","Random Fun Buys","$0.00","$0.00","$0.00"
"May 2028","Fun Spending: Holidays","Fun Spending","Holidays","$0.00","$0.00","$0.00"
"May 2028","Fun Spending: Concerts, Shows & General","Fun Spending","Concerts, Shows & General","$0.00","$0.00","$72.85"
"May 2028","Fun Spending: Dining Out / Takeout","Fun Spending","Dining Out / Takeout","$0.00","$0.00","$0.00"
"May 2028","Fun Spending: Bars","Fun Spending","Bars","$0.00","$0.00","$0.00"
"May 2028","Fun Spending: Fun Transport","Fun Spending","Fun Transport","$0.00","$0.00","$0.00"
"May 2028","Fun Spending: Random Subscription","Fun Spending","Random Subscription","$0.00","$0.00","$0.00"
"May 2028","Wealth Building: Roth IRA","Wealth Building","Roth IRA","$0.00","$0.00","$0.00"
"May 2028","Wealth Building: Holdover","Wealth Building","Holdover","$0.00","$0.00","$0.00"
"May 2028","Wealth Building: 😌 Emergency Fund","Wealth Building","😌 Emergency Fund","$0.00","$0.00","$0.00"
"May 2028","Wealth Building: Travel","Wealth Building","Travel","$0.00","$0.00","$0.00"
"May 2028","Short-Term Savings: Move in July","Short-Term Savings","Move in July","$0.00","$0.00","$457.04"
"May 2028","Short-Term Savings: General Liquidity","Short-Term Savings","General Liquidity","$0.00","$0.00","$0.00"
"May 2028","Short-Term Savings: Tax Refund","Short-Term Savings","Tax Refund","$0.00","$0.00","$0.00"
"May 2028","Short-Term Savings: Debt Repayment Savings","Short-Term Savings","Debt Repayment Savings","$0.00","$0.00","$0.00"
"May 2028","Short-Term Savings: Christmas","Short-Term Savings","Christmas","$0.00","$0.00","$0.00"
"May 2028","Short-Term Savings: Small Trips","Short-Term Savings","Small Trips","$0.00","$0.00","$0.00"
"May 2028","Short-Term Savings: Vacation Fund / Big Trips","Short-Term Savings","Vacation Fund / Big Trips","$0.00","$0.00","$0.00"
"May 2028","Irregular Expenses: Interest","Irregular Expenses","Interest","$0.00","$0.00","$0.00"
"May 2028","Irregular Expenses: Dad Reimbursement","Irregular Expenses","Dad Reimbursement","$0.00","$0.00","$0.00"
"May 2028","Irregular Expenses: Reimbursements","Irregular Expenses","Reimbursements","$0.00","$0.00","$1,127.04"
"May 2028","Irregular Expenses: Gifts + Dates","Irregular Expenses","Gifts + Dates","$0.00","$0.00","$0.00"
"May 2028","Irregular Expenses: Medical","Irregular Expenses","Medical","$0.00","$0.00","$0.00"
"Jun 2028","Credit Card Payments: Amex Gold (Due 20th)","Credit Card Payments","Amex Gold (Due 20th)","$0.00","$0.00","$0.00"
"Jun 2028","Credit Card Payments: Credit Card – 8072","Credit Card Payments","Credit Card – 8072","$0.00","$0.00","$0.00"
"Jun 2028","Credit Card Payments: Savor – 7573","Credit Card Payments","Savor – 7573","$0.00","$0.00","$0.00"
"Jun 2028","Credit Card Payments: Wells Fargo Autograph Visa�� Card – 5212","Credit Card Payments","Wells Fargo Autograph Visa�� Card – 5212","$0.00","$0.00","$0.00"
"Jun 2028","Bills: Electricity","Bills","Electricity","$0.00","$0.00","$0.00"
"Jun 2028","Bills: Public Transit","Bills","Public Transit","$0.00","$0.00","$0.00"
"Jun 2028","Bills: 🏠 Rent","Bills","🏠 Rent","$0.00","$0.00","$2,335.00"
"Jun 2028","Bills: 📄 Renter's insurance - Savings Bucket","Bills","📄 Renter's insurance - Savings Bucket","$0.00","$0.00","$0.00"
"Jun 2028","Bills: 🎓 Student loans","Bills","🎓 Student loans","$0.00","$0.00","$0.00"
"Jun 2028","Subscriptions: Costco","Subscriptions","Costco","$0.00","$0.00","$0.00"
"Jun 2028","Subscriptions: Prime","Subscriptions","Prime","$0.00","$0.00","$0.00"
"Jun 2028","Subscriptions: Spotify","Subscriptions","Spotify","$0.00","$0.00","$0.00"
"Jun 2028","Subscriptions: Amex Gold","Subscriptions","Amex Gold","$0.00","$0.00","$0.00"
"Jun 2028","Subscriptions: Google Subscription","Subscriptions","Google Subscription","$0.00","$0.00","$0.00"
"Jun 2028","Subscriptions: YNAB","Subscriptions","YNAB","$0.00","$0.00","$0.00"
"Jun 2028","Monthly Living / Lifestyle: Interest","Monthly Living / Lifestyle","Interest","$0.00","$0.00","$0.00"
"Jun 2028","Monthly Living / Lifestyle: Self Care & General Health","Monthly Living / Lifestyle","Self Care & General Health","$0.00","$0.00","$25.18"
"Jun 2028","Monthly Living / Lifestyle: Haircut","Monthly Living / Lifestyle","Haircut","$0.00","$0.00","$0.00"
"Jun 2028","Monthly Living / Lifestyle: Groceries","Monthly Living / Lifestyle","Groceries","$0.00","$0.00","$0.00"
"Jun 2028","Fun Spending: Charity","Fun Spending","Charity","$0.00","$0.00","$0.00"
"Jun 2028","Fun Spending: Random Fun Buys","Fun Spending","Random Fun Buys","$0.00","$0.00","$0.00"
"Jun 2028","Fun Spending: Holidays","Fun Spending","Holidays","$0.00","$0.00","$0.00"
"Jun 2028","Fun Spending: Concerts, Shows & General","Fun Spending","Concerts, Shows & General","$0.00","$0.00","$72.85"
"Jun 2028","Fun Spending: Dining Out / Takeout","Fun Spending","Dining Out / Takeout","$0.00","$0.00","$0.00"
"Jun 2028","Fun Spending: Bars","Fun Spending","Bars","$0.00","$0.00","$0.00"
"Jun 2028","Fun Spending: Fun Transport","Fun Spending","Fun Transport","$0.00","$0.00","$0.00"
"Jun 2028","Fun Spending: Random Subscription","Fun Spending","Random Subscription","$0.00","$0.00","$0.00"
"Jun 2028","Wealth Building: Roth IRA","Wealth Building","Roth IRA","$0.00","$0.00","$0.00"
"Jun 2028","Wealth Building: Holdover","Wealth Building","Holdover","$0.00","$0.00","$0.00"
"Jun 2028","Wealth Building: 😌 Emergency Fund","Wealth Building","😌 Emergency Fund","$0.00","$0.00","$0.00"
"Jun 2028","Wealth Building: Travel","Wealth Building","Travel","$0.00","$0.00","$0.00"
"Jun 2028","Short-Term Savings: Move in July","Short-Term Savings","Move in July","$0.00","$0.00","$457.04"
"Jun 2028","Short-Term Savings: General Liquidity","Short-Term Savings","General Liquidity","$0.00","$0.00","$0.00"
"Jun 2028","Short-Term Savings: Tax Refund","Short-Term Savings","Tax Refund","$0.00","$0.00","$0.00"
"Jun 2028","Short-Term Savings: Debt Repayment Savings","Short-Term Savings","Debt Repayment Savings","$0.00","$0.00","$0.00"
"Jun 2028","Short-Term Savings: Christmas","Short-Term Savings","Christmas","$0.00","$0.00","$0.00"
"Jun 2028","Short-Term Savings: Small Trips","Short-Term Savings","Small Trips","$0.00","$0.00","$0.00"
"Jun 2028","Short-Term Savings: Vacation Fund / Big Trips","Short-Term Savings","Vacation Fund / Big Trips","$0.00","$0.00","$0.00"
"Jun 2028","Irregular Expenses: Interest","Irregular Expenses","Interest","$0.00","$0.00","$0.00"
"Jun 2028","Irregular Expenses: Dad Reimbursement","Irregular Expenses","Dad Reimbursement","$0.00","$0.00","$0.00"
"Jun 2028","Irregular Expenses: Reimbursements","Irregular Expenses","Reimbursements","$0.00","$0.00","$1,127.04"
"Jun 2028","Irregular Expenses: Gifts + Dates","Irregular Expenses","Gifts + Dates","$0.00","$0.00","$0.00"
"Jun 2028","Irregular Expenses: Medical","Irregular Expenses","Medical","$0.00","$0.00","$0.00"
"Jul 2028","Credit Card Payments: Amex Gold (Due 20th)","Credit Card Payments","Amex Gold (Due 20th)","$0.00","$0.00","$0.00"
"Jul 2028","Credit Card Payments: Credit Card – 8072","Credit Card Payments","Credit Card – 8072","$0.00","$0.00","$0.00"
"Jul 2028","Credit Card Payments: Savor – 7573","Credit Card Payments","Savor – 7573","$0.00","$0.00","$0.00"
"Jul 2028","Credit Card Payments: Wells Fargo Autograph Visa�� Card – 5212","Credit Card Payments","Wells Fargo Autograph Visa�� Card – 5212","$0.00","$0.00","$0.00"
"Jul 2028","Bills: Electricity","Bills","Electricity","$0.00","$0.00","$0.00"
"Jul 2028","Bills: Public Transit","Bills","Public Transit","$0.00","$0.00","$0.00"
"Jul 2028","Bills: 🏠 Rent","Bills","🏠 Rent","$0.00","$0.00","$2,335.00"
"Jul 2028","Bills: 📄 Renter's insurance - Savings Bucket","Bills","📄 Renter's insurance - Savings Bucket","$0.00","$0.00","$0.00"
"Jul 2028","Bills: 🎓 Student loans","Bills","🎓 Student loans","$0.00","$0.00","$0.00"
"Jul 2028","Subscriptions: Costco","Subscriptions","Costco","$0.00","$0.00","$0.00"
"Jul 2028","Subscriptions: Prime","Subscriptions","Prime","$0.00","$0.00","$0.00"
"Jul 2028","Subscriptions: Spotify","Subscriptions","Spotify","$0.00","$0.00","$0.00"
"Jul 2028","Subscriptions: Amex Gold","Subscriptions","Amex Gold","$0.00","$0.00","$0.00"
"Jul 2028","Subscriptions: Google Subscription","Subscriptions","Google Subscription","$0.00","$0.00","$0.00"
"Jul 2028","Subscriptions: YNAB","Subscriptions","YNAB","$0.00","$0.00","$0.00"
"Jul 2028","Monthly Living / Lifestyle: Interest","Monthly Living / Lifestyle","Interest","$0.00","$0.00","$0.00"
"Jul 2028","Monthly Living / Lifestyle: Self Care & General Health","Monthly Living / Lifestyle","Self Care & General Health","$0.00","$0.00","$25.18"
"Jul 2028","Monthly Living / Lifestyle: Haircut","Monthly Living / Lifestyle","Haircut","$0.00","$0.00","$0.00"
"Jul 2028","Monthly Living / Lifestyle: Groceries","Monthly Living / Lifestyle","Groceries","$0.00","$0.00","$0.00"
"Jul 2028","Fun Spending: Charity","Fun Spending","Charity","$0.00","$0.00","$0.00"
"Jul 2028","Fun Spending: Random Fun Buys","Fun Spending","Random Fun Buys","$0.00","$0.00","$0.00"
"Jul 2028","Fun Spending: Holidays","Fun Spending","Holidays","$0.00","$0.00","$0.00"
"Jul 2028","Fun Spending: Concerts, Shows & General","Fun Spending","Concerts, Shows & General","$0.00","$0.00","$72.85"
"Jul 2028","Fun Spending: Dining Out / Takeout","Fun Spending","Dining Out / Takeout","$0.00","$0.00","$0.00"
"Jul 2028","Fun Spending: Bars","Fun Spending","Bars","$0.00","$0.00","$0.00"
"Jul 2028","Fun Spending: Fun Transport","Fun Spending","Fun Transport","$0.00","$0.00","$0.00"
"Jul 2028","Fun Spending: Random Subscription","Fun Spending","Random Subscription","$0.00","$0.00","$0.00"
"Jul 2028","Wealth Building: Roth IRA","Wealth Building","Roth IRA","$0.00","$0.00","$0.00"
"Jul 2028","Wealth Building: Holdover","Wealth Building","Holdover","$0.00","$0.00","$0.00"
"Jul 2028","Wealth Building: 😌 Emergency Fund","Wealth Building","😌 Emergency Fund","$0.00","$0.00","$0.00"
"Jul 2028","Wealth Building: Travel","Wealth Building","Travel","$0.00","$0.00","$0.00"
"Jul 2028","Short-Term Savings: Move in July","Short-Term Savings","Move in July","$0.00","$0.00","$457.04"
"Jul 2028","Short-Term Savings: General Liquidity","Short-Term Savings","General Liquidity","$0.00","$0.00","$0.00"
"Jul 2028","Short-Term Savings: Tax Refund","Short-Term Savings","Tax Refund","$0.00","$0.00","$0.00"
"Jul 2028","Short-Term Savings: Debt Repayment Savings","Short-Term Savings","Debt Repayment Savings","$0.00","$0.00","$0.00"
"Jul 2028","Short-Term Savings: Christmas","Short-Term Savings","Christmas","$0.00","$0.00","$0.00"
"Jul 2028","Short-Term Savings: Small Trips","Short-Term Savings","Small Trips","$0.00","$0.00","$0.00"
"Jul 2028","Short-Term Savings: Vacation Fund / Big Trips","Short-Term Savings","Vacation Fund / Big Trips","$0.00","$0.00","$0.00"
"Jul 2028","Irregular Expenses: Interest","Irregular Expenses","Interest","$0.00","$0.00","$0.00"
"Jul 2028","Irregular Expenses: Dad Reimbursement","Irregular Expenses","Dad Reimbursement","$0.00","$0.00","$0.00"
"Jul 2028","Irregular Expenses: Reimbursements","Irregular Expenses","Reimbursements","$0.00","$0.00","$1,127.04"
"Jul 2028","Irregular Expenses: Gifts + Dates","Irregular Expenses","Gifts + Dates","$0.00","$0.00","$0.00"
"Jul 2028","Irregular Expenses: Medical","Irregular Expenses","Medical","$0.00","$0.00","$0.00"
"Aug 2028","Credit Card Payments: Amex Gold (Due 20th)","Credit Card Payments","Amex Gold (Due 20th)","$0.00","$0.00","$0.00"
"Aug 2028","Credit Card Payments: Credit Card – 8072","Credit Card Payments","Credit Card – 8072","$0.00","$0.00","$0.00"
"Aug 2028","Credit Card Payments: Savor – 7573","Credit Card Payments","Savor – 7573","$0.00","$0.00","$0.00"
"Aug 2028","Credit Card Payments: Wells Fargo Autograph Visa�� Card – 5212","Credit Card Payments","Wells Fargo Autograph Visa�� Card – 5212","$0.00","$0.00","$0.00"
"Aug 2028","Bills: Electricity","Bills","Electricity","$0.00","$0.00","$0.00"
"Aug 2028","Bills: Public Transit","Bills","Public Transit","$0.00","$0.00","$0.00"
"Aug 2028","Bills: 🏠 Rent","Bills","🏠 Rent","$0.00","$0.00","$2,335.00"
"Aug 2028","Bills: 📄 Renter's insurance - Savings Bucket","Bills","📄 Renter's insurance - Savings Bucket","$0.00","$0.00","$0.00"
"Aug 2028","Bills: 🎓 Student loans","Bills","🎓 Student loans","$0.00","$0.00","$0.00"
"Aug 2028","Subscriptions: Costco","Subscriptions","Costco","$0.00","$0.00","$0.00"
"Aug 2028","Subscriptions: Prime","Subscriptions","Prime","$0.00","$0.00","$0.00"
"Aug 2028","Subscriptions: Spotify","Subscriptions","Spotify","$0.00","$0.00","$0.00"
"Aug 2028","Subscriptions: Amex Gold","Subscriptions","Amex Gold","$0.00","$0.00","$0.00"
"Aug 2028","Subscriptions: Google Subscription","Subscriptions","Google Subscription","$0.00","$0.00","$0.00"
"Aug 2028","Subscriptions: YNAB","Subscriptions","YNAB","$0.00","$0.00","$0.00"
"Aug 2028","Monthly Living / Lifestyle: Interest","Monthly Living / Lifestyle","Interest","$0.00","$0.00","$0.00"
"Aug 2028","Monthly Living / Lifestyle: Self Care & General Health","Monthly Living / Lifestyle","Self Care & General Health","$0.00","$0.00","$25.18"
"Aug 2028","Monthly Living / Lifestyle: Haircut","Monthly Living / Lifestyle","Haircut","$0.00","$0.00","$0.00"
"Aug 2028","Monthly Living / Lifestyle: Groceries","Monthly Living / Lifestyle","Groceries","$0.00","$0.00","$0.00"
"Aug 2028","Fun Spending: Charity","Fun Spending","Charity","$0.00","$0.00","$0.00"
"Aug 2028","Fun Spending: Random Fun Buys","Fun Spending","Random Fun Buys","$0.00","$0.00","$0.00"
"Aug 2028","Fun Spending: Holidays","Fun Spending","Holidays","$0.00","$0.00","$0.00"
"Aug 2028","Fun Spending: Concerts, Shows & General","Fun Spending","Concerts, Shows & General","$0.00","$0.00","$72.85"
"Aug 2028","Fun Spending: Dining Out / Takeout","Fun Spending","Dining Out / Takeout","$0.00","$0.00","$0.00"
"Aug 2028","Fun Spending: Bars","Fun Spending","Bars","$0.00","$0.00","$0.00"
"Aug 2028","Fun Spending: Fun Transport","Fun Spending","Fun Transport","$0.00","$0.00","$0.00"
"Aug 2028","Fun Spending: Random Subscription","Fun Spending","Random Subscription","$0.00","$0.00","$0.00"
"Aug 2028","Wealth Building: Roth IRA","Wealth Building","Roth IRA","$0.00","$0.00","$0.00"
"Aug 2028","Wealth Building: Holdover","Wealth Building","Holdover","$0.00","$0.00","$0.00"
"Aug 2028","Wealth Building: 😌 Emergency Fund","Wealth Building","😌 Emergency Fund","$0.00","$0.00","$0.00"
"Aug 2028","Wealth Building: Travel","Wealth Building","Travel","$0.00","$0.00","$0.00"
"Aug 2028","Short-Term Savings: Move in July","Short-Term Savings","Move in July","$0.00","$0.00","$457.04"
"Aug 2028","Short-Term Savings: General Liquidity","Short-Term Savings","General Liquidity","$0.00","$0.00","$0.00"
"Aug 2028","Short-Term Savings: Tax Refund","Short-Term Savings","Tax Refund","$0.00","$0.00","$0.00"
"Aug 2028","Short-Term Savings: Debt Repayment Savings","Short-Term Savings","Debt Repayment Savings","$0.00","$0.00","$0.00"
"Aug 2028","Short-Term Savings: Christmas","Short-Term Savings","Christmas","$0.00","$0.00","$0.00"
"Aug 2028","Short-Term Savings: Small Trips","Short-Term Savings","Small Trips","$0.00","$0.00","$0.00"
"Aug 2028","Short-Term Savings: Vacation Fund / Big Trips","Short-Term Savings","Vacation Fund / Big Trips","$0.00","$0.00","$0.00"
"Aug 2028","Irregular Expenses: Interest","Irregular Expenses","Interest","$0.00","$0.00","$0.00"
"Aug 2028","Irregular Expenses: Dad Reimbursement","Irregular Expenses","Dad Reimbursement","$0.00","$0.00","$0.00"
"Aug 2028","Irregular Expenses: Reimbursements","Irregular Expenses","Reimbursements","$0.00","$0.00","$1,127.04"
"Aug 2028","Irregular Expenses: Gifts + Dates","Irregular Expenses","Gifts + Dates","$0.00","$0.00","$0.00"
"Aug 2028","Irregular Expenses: Medical","Irregular Expenses","Medical","$0.00","$0.00","$0.00"
